,Popularity,Title,Artist,Album/Single,Genre,Artist_followers,Explicit,Album,Release_date,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Genre_new,Days_since_release,Released_after_2017,Explicit_false,Explicit_true,album,compilation,single,bolero,boy band,country,dance/electronic,else,funk,hip hop,house,indie,jazz,k-pop,latin,metal,opm,pop,r&b/soul,rap,reggae,reggaeton,rock,trap,syuzhet_norm,bing_norm,afinn_norm,nrc_norm,syuzhet,bing,afinn,nrc,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,n_words,anger_norm,anticipation_norm,disgust_norm,fear_norm,joy_norm,sadness_norm,surprise_norm,trust_norm,negative_norm,positive_norm,anger_norm2,anticipation_norm2,disgust_norm2,fear_norm2,joy_norm2,sadness_norm2,surprise_norm2,trust_norm2,negative_norm2,positive_norm2,negative_bog_jr,positive_bog_jr,Bayes,Negative_Bayes,Neutral_Bayes,Positive_Bayes,LDA_Topic,Celebrate,Desire,Explore,Fun,Hope,Love,Nostalgia,Thug,bing_norm_negative,bing_norm_neutral,bing_norm_positive,Argentina,Australia,Austria,Belgium,Brazil,Canada,Chile,Colombia,Costa Rica,Denmark,Ecuador,Finland,France,Germany,Global,Indonesia,Ireland,Italy,Malaysia,Mexico,Netherlands,New Zealand,Norway,Peru,Philippines,Poland,Portugal,Singapore,Spain,Sweden,Switzerland,Turkey,UK,USA,Popu_max,Top10_dummy,Top50_dummy,Cluster
1,8.0,adan y eva,Paulo Londra,single,argentine hip hop,11427104,False,Adan y Eva,11/5/2018,1,1,0,0,1,-4,1,0,0,0,0,0,171,258639,4,hip hop,740.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191,0,0,english speaking and nordic
17,581.2,it wont kill ya,The Chainsmokers - Louane,album,dance pop,16931568,False,Memories...Do Not Open,4/7/2017,7,12,0,0,6,-8,0,0,0,0,0,0,170,217613,4,pop,1314.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-7.0,-3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,274.0,0.0,0.003649635,0.0,0.003649635,0.003649635,0.00729927,0.0,0.003649635,0.01459854,0.003649635,0.0,0.166666667,0.0,0.166666667,0.166666667,0.333333333,0.0,0.166666667,0.8,0.2,0.0,0.0,-1.0,1.0,0.0,0.0,Desire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,english speaking and nordic
40,100.25,hymn,Kesha,single,dance pop,5910376,True,Hymn,8/3/2017,1,1,0,0,6,-4,1,0,0,0,0,0,67,205600,4,pop,1199.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,english speaking and nordic
59,56.0,arrows,Foo Fighters,album,alternative metal,8092392,False,Concrete and Gold,9/15/2017,7,11,0,0,1,-7,1,0,0,0,0,0,121,266187,4,metal,1156.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,0,english speaking and nordic
81,62.4,talking to myself,Linkin Park,album,alternative metal,17132813,False,One More Light,5/19/2017,3,10,0,0,2,-6,0,0,0,0,0,0,124,231307,4,metal,1272.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,-1.0,0.0,1.1,0.0,-3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,254.0,0.003937008,0.003937008,0.0,0.0,0.0,0.007874016,0.003937008,0.003937008,0.011811024,0.011811024,0.166666667,0.166666667,0.0,0.0,0.0,0.333333333,0.166666667,0.166666667,0.5,0.5,0.0,10.0,-1.0,1.0,0.0,0.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123,0,0,english speaking and nordic
107,948.7,icy,Logic - Gucci Mane,album,conscious hip hop,5004777,True,Confessions of a Dangerous Mind,5/10/2019,9,16,0,0,7,-4,1,0,0,0,0,0,151,265267,4,hip hop,554.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,english speaking and nordic
118,317.8,club paradise,Drake,album,canadian hip hop,50593376,True,Care Package,8/2/2019,12,17,0,0,6,-6,0,0,0,0,0,0,184,283816,4,hip hop,470.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.15,-4.0,-26.0,-5.0,12.0,10.0,7.0,6.0,10.0,8.0,9.0,11.0,17.0,12.0,646.0,0.018575851,0.015479876,0.010835913,0.009287926,0.015479876,0.012383901,0.013931889,0.017027864,0.026315789,0.018575851,0.164383562,0.136986301,0.095890411,0.082191781,0.136986301,0.109589041,0.123287671,0.150684932,0.586206897,0.413793103,7.0,19.0,-1.0,1.0,0.0,0.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,1,english speaking and nordic
123,524.0,versace on the floor,Bruno Mars,album,dance pop,27355260,False,24K Magic,11/17/2016,5,9,0,0,2,-6,1,0,0,0,0,0,174,261240,4,pop,1449.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3.55,2.0,2.0,4.0,0.0,4.0,0.0,2.0,4.0,1.0,1.0,3.0,2.0,6.0,286.0,0.0,0.013986014,0.0,0.006993007,0.013986014,0.003496503,0.003496503,0.01048951,0.006993007,0.020979021,0.0,0.266666667,0.0,0.133333333,0.266666667,0.066666667,0.066666667,0.2,0.25,0.75,0.0,4.0,1.0,0.0,0.0,1.0,Desire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,0,0,english speaking and nordic
157,3623.8,sixteen,Ellie Goulding,single,dance pop,8604850,False,Sixteen,4/12/2019,1,1,0,0,8,-5,1,0,0,0,0,0,109,201072,4,pop,582.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,2.8,1.0,7.0,-2.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,7.0,5.0,221.0,0.004524887,0.009049774,0.004524887,0.018099548,0.013574661,0.009049774,0.013574661,0.013574661,0.031674208,0.022624434,0.052631579,0.105263158,0.052631579,0.210526316,0.157894737,0.105263158,0.157894737,0.157894737,0.583333333,0.416666667,0.0,6.0,1.0,0.0,0.0,1.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,english speaking and nordic
181,10629.95,betrayed,Lil Xan,album,emo rap,2094628,True,TOTAL XANARCHY,4/6/2018,12,16,0,0,10,-9,0,0,0,0,0,0,120,187173,4,rap,953.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-2.25,-6.0,-24.0,-4.0,9.0,2.0,8.0,4.0,4.0,4.0,4.0,2.0,13.0,9.0,346.0,0.026011561,0.005780347,0.023121387,0.011560694,0.011560694,0.011560694,0.011560694,0.005780347,0.037572254,0.026011561,0.243243243,0.054054054,0.216216216,0.108108108,0.108108108,0.108108108,0.108108108,0.054054054,0.590909091,0.409090909,6.0,8.0,0.0,0.0,1.0,0.0,Thug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,0,0,english speaking and nordic
194,2960.85,japan,Famous Dex,single,chicago rap,2039736,True,JAPAN,3/16/2018,1,1,0,0,6,-7,1,0,0,0,0,0,175,144149,4,rap,974.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,1.35,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,6.0,6.0,531.0,0.001883239,0.003766478,0.003766478,0.003766478,0.003766478,0.001883239,0.0,0.003766478,0.011299435,0.011299435,0.083333333,0.166666667,0.166666667,0.166666667,0.166666667,0.083333333,0.0,0.166666667,0.5,0.5,1.0,10.0,1.0,0.0,0.0,1.0,Thug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,1,english speaking and nordic
203,372.8,how,Lil Baby,album,atl hip hop,5372519,True,My Turn,2/28/2020,3,20,0,0,2,-8,1,0,0,0,0,0,80,182000,4,hip hop,260.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,1,english speaking and nordic
207,4001.65,black spiderman,Logic - Damian Lemar Hudson,album,conscious hip hop,5004777,True,Everybody,5/5/2017,12,13,0,0,1,-5,1,0,0,0,0,0,140,331267,4,hip hop,1286.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.55,-2.0,-7.0,-2.0,8.0,6.0,6.0,5.0,8.0,10.0,2.0,9.0,13.0,11.0,527.0,0.015180266,0.011385199,0.011385199,0.009487666,0.015180266,0.018975332,0.003795066,0.017077799,0.024667932,0.020872865,0.148148148,0.111111111,0.111111111,0.092592593,0.148148148,0.185185185,0.037037037,0.166666667,0.541666667,0.458333333,2.0,15.0,1.0,0.0,0.0,1.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,1,english speaking and nordic
226,126.65,eleven,Khalid - Summer Walker,single,alternative r&b,12829933,False,Eleven (feat. Summer Walker),5/1/2020,1,1,0,0,4,-9,0,0,0,0,0,0,129,206080,4,r&b/soul,197.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-0.45,-1.0,-5.0,-1.0,3.0,2.0,3.0,4.0,4.0,6.0,2.0,4.0,9.0,8.0,203.0,0.014778325,0.009852217,0.014778325,0.019704433,0.019704433,0.02955665,0.009852217,0.019704433,0.044334975,0.039408867,0.107142857,0.071428571,0.107142857,0.142857143,0.142857143,0.214285714,0.071428571,0.142857143,0.529411765,0.470588235,1.0,9.0,-1.0,1.0,0.0,0.0,Explore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,0,0,english speaking and nordic
234,4477.55,to die for,Sam Smith,single,pop,14303985,False,To Die For,2/14/2020,1,1,0,0,0,-7,1,0,0,0,0,0,171,193795,4,pop,274.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,1.0,0.0,-1.0,-0.15,1.0,0.0,-4.0,1.0,3.0,1.0,3.0,2.0,5.0,1.0,3.0,7.0,3.0,269.0,0.003717472,0.011152416,0.003717472,0.011152416,0.007434944,0.018587361,0.003717472,0.011152416,0.026022305,0.011152416,0.052631579,0.157894737,0.052631579,0.157894737,0.105263158,0.263157895,0.052631579,0.157894737,0.7,0.3,4.0,2.0,-1.0,1.0,0.0,0.0,Explore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,1,english speaking and nordic
266,186.75,momentz,Gorillaz - De La Soul,album,alternative hip hop,6111598,True,Humanz (Deluxe),4/28/2017,5,26,0,0,0,-5,1,0,0,0,0,0,140,196907,4,hip hop,1293.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,-1.0,1.0,0.95,1.0,-2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,5.0,6.0,300.0,0.006666667,0.013333333,0.003333333,0.006666667,0.003333333,0.006666667,0.003333333,0.013333333,0.016666667,0.02,0.117647059,0.235294118,0.058823529,0.117647059,0.058823529,0.117647059,0.058823529,0.235294118,0.454545455,0.545454545,3.0,6.0,-1.0,1.0,0.0,0.0,Nostalgia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,0,english speaking and nordic
280,69.6,trivia 起 : just dance,BTS,album,k-pop,24755789,False,Love Yourself 結 'Answer',8/24/2018,2,26,0,0,1,-4,0,0,0,0,0,0,125,225221,4,k-pop,813.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118,0,0,english speaking and nordic
300,2025.15,juju on that beat,Zay Hilfigerrr - Zayion McCall,single,n-a,62634,False,Juju on That Beat (TZ Anthem),9/30/2016,1,1,0,0,1,-3,1,0,0,0,0,0,160,144244,4,else,1497.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,0,0,english speaking and nordic
324,1867.1,graveyard,Halsey,album,dance pop,12622150,False,Manic,1/17/2020,3,16,0,0,11,-5,0,0,0,0,0,0,92,181806,4,pop,302.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-2.65,-1.0,-7.0,-2.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,82.0,0.036585366,0.012195122,0.024390244,0.036585366,0.012195122,0.036585366,0.012195122,0.012195122,0.036585366,0.012195122,0.2,0.066666667,0.133333333,0.2,0.066666667,0.2,0.066666667,0.066666667,0.75,0.25,0.0,0.0,-1.0,1.0,0.0,0.0,Explore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,english speaking and nordic
337,110.5,love it if we made it,The 1975,single,modern alternative rock,4472646,True,Love It If We Made It,7/19/2018,1,1,0,0,4,-5,1,0,0,0,0,0,180,253249,4,rock,849.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0,0.0,-1.0,-1.0,-1.35,0.0,-6.0,-2.0,5.0,2.0,3.0,5.0,5.0,4.0,2.0,3.0,8.0,6.0,272.0,0.018382353,0.007352941,0.011029412,0.018382353,0.018382353,0.014705882,0.007352941,0.011029412,0.029411765,0.022058824,0.172413793,0.068965517,0.103448276,0.172413793,0.172413793,0.137931034,0.068965517,0.103448276,0.571428571,0.428571429,2.0,21.0,1.0,0.0,0.0,1.0,Nostalgia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,0,0,english speaking and nordic
345,4304.3,physical,Dua Lipa,album,dance pop,20575026,False,Future Nostalgia,3/27/2020,4,11,0,0,0,-3,1,0,0,0,0,0,146,193829,4,pop,232.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.25,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,258.0,0.007751938,0.007751938,0.003875969,0.007751938,0.011627907,0.003875969,0.003875969,0.007751938,0.007751938,0.015503876,0.142857143,0.142857143,0.071428571,0.142857143,0.214285714,0.071428571,0.071428571,0.142857143,0.333333333,0.666666667,0.0,3.0,1.0,0.0,0.0,1.0,Celebrate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,1,english speaking and nordic
379,437.95,split/whole time,Lil Yachty,album,atl hip hop,6648019,True,Lil Boat 3,5/29/2020,3,19,0,0,9,-8,0,0,0,0,0,0,145,239314,4,hip hop,169.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,0,english speaking and nordic
382,776.3,use me,Future,album,atl hip hop,9442830,True,HNDRXX,8/4/2017,5,17,0,0,4,-5,0,0,0,0,0,0,152,256343,4,hip hop,1198.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,2.6,0.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,6.0,203.0,0.009852217,0.004926108,0.009852217,0.009852217,0.014778325,0.009852217,0.004926108,0.014778325,0.014778325,0.02955665,0.125,0.0625,0.125,0.125,0.1875,0.125,0.0625,0.1875,0.333333333,0.666666667,2.0,6.0,-1.0,1.0,0.0,0.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,english speaking and nordic
388,4387.5,nights with you,MØ,single,dance pop,1283811,False,Nights With You,4/21/2017,1,1,0,0,1,-4,0,0,0,0,0,0,120,197495,4,pop,1300.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,1.95,2.0,4.0,-2.0,4.0,1.0,3.0,4.0,2.0,5.0,3.0,3.0,5.0,3.0,231.0,0.017316017,0.004329004,0.012987013,0.017316017,0.008658009,0.021645022,0.012987013,0.012987013,0.021645022,0.012987013,0.16,0.04,0.12,0.16,0.08,0.2,0.12,0.12,0.625,0.375,0.0,3.0,-1.0,1.0,0.0,0.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,0,0,english speaking and nordic
419,584.25,living proof,Camila Cabello,single,dance pop,18673543,False,Living Proof,11/15/2019,1,1,0,0,7,-5,1,0,0,0,0,0,77,194440,4,pop,365.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,4.55,3.0,7.0,6.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,7.0,0.0,6.0,293.0,0.0,0.006825939,0.0,0.003412969,0.013651877,0.0,0.0,0.023890785,0.0,0.020477816,0.0,0.142857143,0.0,0.071428571,0.285714286,0.0,0.0,0.5,0.0,1.0,0.0,11.0,-1.0,1.0,0.0,0.0,Explore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,english speaking and nordic
440,4004.45,shed a light,Robin Schulz - David Guetta - Cheat Codes,single,dance pop,2531210,False,Shed a Light,11/25/2016,1,1,0,0,8,-5,1,0,0,0,0,0,122,191379,4,pop,1441.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,-1.0,1.0,1.0,0.55,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,291.0,0.0,0.0,0.0,0.0,0.006872852,0.006872852,0.003436426,0.003436426,0.010309278,0.013745704,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.166666667,0.166666667,0.428571429,0.571428571,3.0,14.0,-1.0,1.0,0.0,0.0,Love,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,0,0,english speaking and nordic
475,124.8,borderline,Tame Impala,single,australian psych,4300741,False,Borderline,4/12/2019,1,1,0,0,0,-6,0,0,0,0,0,0,97,274294,4,dance/electronic,582.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.6,-1.0,-9.0,-3.0,2.0,6.0,3.0,5.0,4.0,8.0,2.0,6.0,7.0,4.0,343.0,0.005830904,0.017492711,0.008746356,0.014577259,0.011661808,0.023323615,0.005830904,0.017492711,0.020408163,0.011661808,0.055555556,0.166666667,0.083333333,0.138888889,0.111111111,0.222222222,0.055555556,0.166666667,0.636363636,0.363636364,1.0,10.0,-1.0,1.0,0.0,0.0,Love,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107,0,0,english speaking and nordic
480,1275.6,do you remember,Chance the Rapper - Death Cab for Cutie,album,chicago rap,5045736,False,The Big Day,7/26/2019,2,22,0,0,6,-6,1,0,0,0,0,0,159,236686,4,rap,477.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,-1.0,0.0,0.15,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,221.0,0.004524887,0.004524887,0.0,0.004524887,0.009049774,0.0,0.004524887,0.004524887,0.009049774,0.009049774,0.142857143,0.142857143,0.0,0.142857143,0.285714286,0.0,0.142857143,0.142857143,0.5,0.5,4.0,4.0,-1.0,1.0,0.0,0.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,english speaking and nordic
484,192.85,u deserve it,Trippie Redd - Chris King - Quan'ta,album,melodic rap,5502398,True,A Love Letter To You 4,11/22/2019,9,21,0,0,5,-7,1,0,0,0,0,0,110,244601,4,rap,358.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,3.6,2.0,9.0,5.0,2.0,4.0,1.0,1.0,6.0,1.0,3.0,5.0,2.0,7.0,166.0,0.012048193,0.024096386,0.006024096,0.006024096,0.036144578,0.006024096,0.018072289,0.030120482,0.012048193,0.042168675,0.086956522,0.173913043,0.043478261,0.043478261,0.260869565,0.043478261,0.130434783,0.217391304,0.222222222,0.777777778,0.0,4.0,-1.0,1.0,0.0,0.0,Love,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,0,0,english speaking and nordic
486,232.65,we both know,Bryson Tiller,album,kentucky hip hop,4447390,True,True to Self,5/26/2017,5,19,0,0,10,-5,0,0,0,0,0,0,131,160907,4,hip hop,1265.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.4,1.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,208.0,0.004807692,0.004807692,0.0,0.004807692,0.0,0.004807692,0.0,0.004807692,0.009615385,0.009615385,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.5,0.5,0.0,1.0,-1.0,1.0,0.0,0.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,0,0,english speaking and nordic
